CD_USE_AMT_24,COMM_DATE_24_4,COMM_MESSENGER_24_4,COMM_SNS_24_4,COMM_VOIP_24_4,ENT_BROADCAST_24_4,ENT_MUSIC_24_4,ENT_PIC_24_4,ENT_RADIO_24_4,ENT_SVOD_24_4,ENT_WEBTOON_24_4,FIN_BANK_24_4,FIN_COIN_24_4,FIN_INSUR_24_4,FIN_PAY_24_4,FIN_STOCK_24_4,ICM_24,ICM_RT_24,INFO_BLOG_24_4,INFO_BOOK_24_4,INFO_NEWS_24_4,INFO_PORTAL_24_4,LEISURE_HOTEL_24_4,LEISURE_SPORT_24_4,LEISURE_TRAVEL_24_4,LIFE_CAR_24_4,LIFE_DELIVERY_24_4,LIFE_HEALTH_24_4,LIFE_HOUSE_24_4,LIFE_MOVE_24_4,NET_ASST_24,SC0000000_24,SHC_1YEAR_MEAN_AMT,SHC_ACCO_AMT_24_4,SHC_BEAUTY_AMT_24_4,SHC_CAR_AMT_24_4,SHC_CAR_SERVICE_AMT_24_4,SHC_CLOTHES_AMT_24_4,SHC_CONV_AMT_24_4,SHC_CUL_AMT_24_4,SHC_DEP_AMT_24_4,SHC_DLV_AMT_24_4,SHC_ENT_AMT_24_4,SHC_E_CHARGE_AMT_24_4,SHC_E_COMM_AMT_24_4,SHC_FOOD_AMT_24_4,SHC_FURN_AMT_24_4,SHC_HOTEL_AMT_24_4,SHC_HOUSEHOLD_AMT_24_4,SHC_LIF_STG,SHC_MART_AMT_24_4,SHC_MED_AMT_24_4,SHC_M_CONV_AMT_24_4,SHC_M_DEP_AMT_24_4,SHC_M_DF_AMT_24_4,SHC_M_H_SHOP_AMT_24_4,SHC_M_MART_AMT_24_4,SHC_M_OUTLET_AMT_24_4,SHC_M_S_MART_AMT_24_4,SHC_OIL_AMT_24_4,SHC_SSM_AMT_24_4,SHC_STARBUCKS_AMT_24_4,SHC_TRANS_AMT_24_4,SHC_TRAVEL_AMT_24_4,SHC_TRAVEL_OS_AMT_24_4,SHOP_BEAUTY_24_4,SHOP_JIKGU_24_4,SHOP_OPEN_24_4,SHOP_SOCIAL_24_4,AGE,JB_TP,SEX,SHC_AIRLINE_OS,SHC_APP_GD,SHC_BASEBALL,SHC_BUY_LUX_TF,SHC_BUY_PHONE,SHC_CH_BIRTH,SHC_DONATION_TF,SHC_GAME_GD,SHC_GOLF_GD,SHC_GOLF_INDOOR,SHC_HB_1ST,SHC_KTX,SHC_MUSEUM,SHC_MUSIC_TF,SHC_PET_GD,SHC_PREFER_HIK,SHC_PREFER_SPORTS,SHC_TRAVEL_GD,SHC_TRAVEL_OS,SHC_T_AGENCY_OS,SHC_VIP_CARD_TF,SHC_WED,Persona_Cluster,customer_id
36773.0,24.9127640699963,259.63720388833093,313.1956910851959,66.48404497266486,384.3435325957636,102.39480182536842,33.32761067396379,34.45783368979845,99.54612355908714,70.53529256800415,380.4843635595661,65.54069654710199,32.738037607611815,231.4007766886296,46.16358517124188,46262.0,2.42482851995225,125.08746827535828,-19.97863998546337,-36.72965601522023,440.9126963890573,28.436977313470905,12.486594543616931,0.3254277024086143,122.27216012187044,61.26576985112773,122.66196055628087,10.52123624584901,8.895525590573286,468723.3035088041,855.0,404784.0,17518.0,57955.0,0.0,0.0,0.0,59984.01335842366,215510.0,896444.5799319383,266547.0,224449.0,8146.0,0.0,0.0,829503.0,0.0,376026.2656484912,2,250720.0,0.0,69866.66315318423,261023.0,30840.0,14833.0,0.0,91360.0,5180.0,0.0,3639232.0,56335.26805950109,362864.02236356825,312333.0,2218370.070062194,170.21921774905263,124.71027265778667,107.08510741173497,68.58789761532837,35,510,1,0.0,0,0.0,1,0,0.0,0,0,0,0.0,13.0,,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,2,C000011
0.0,9.4541873295804,116.91649766423362,223.0091059849732,51.11282506677477,433.5104097540775,259.9612232251086,42.93518699699552,10.68421700043528,84.74765407081179,41.81516144374153,264.5664741416616,93.83708684448902,0.4989624744940091,290.5780541580113,113.4593545819608,23445.0,61.0,142.07210216175176,28.4820064930686,23.65588319547348,313.46974661600484,10.834751508992644,73.14015330167447,-4.183117070490352,65.87083123817827,22.574229593031447,39.00593202977164,11.892969243251066,18.49001303628924,-63898.0,1056.0,2367012.0,92044.0,89783.0,1034086.0,26697.0,512057.4377056072,156594.0,701299.0,0.0,289496.0,0.0,6223.0,4922411.8213317655,1052227.0,0.0,0.0,194935.0,0,0.0,471593.0,443018.9935347012,415801.38199892297,0.0,25234.753198209542,124427.0,0.0,357399.0,466804.0,1490245.0,0.0,0.0,0.0,392790.0,112.02102525468928,16.861783046641854,99.91091439125412,85.37620197887313,35,440,2,0.0,0,0.0,0,0,0.0,0,0,0,0.0,13.0,,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,2,C000012
23359.0,23.08135524679726,146.70080812455507,251.9498080676496,51.491490100590646,239.92627440288248,164.04923042138256,30.144420129730328,14.483075785524107,121.72038057487646,58.49403253113967,232.9029090863557,-47.599589035022206,-5.848421562829591,168.08444392363512,24.65744006279465,64752.0,34.0,173.80943398069329,27.269688888227,90.42816840912248,388.36308687028674,20.22300650835418,109.66319584699198,-13.275775178520618,-53.49464316885937,58.24588327600192,50.0162154615505,19.029732181140787,9.48305379366774,128819.0,988.0,3866294.0,59551.0,264326.0,672560.0,0.0,305680.0,52569.52164892495,200785.0,869690.0,0.0,0.0,0.0,336496.0,789760.0,0.0,0.0,537152.1159837032,3,474029.588641783,0.0,25197.221082872267,0.0,0.0,0.0,0.0,8605.0,0.0,0.0,1598326.0,26317.0,192089.0,1666591.1407414456,494514.0,63.61548206090299,114.10949966931588,98.6919377670664,30.491333543019387,25,510,1,0.0,0,0.0,1,0,0.0,0,0,0,0.0,0.0,,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,C000013
18691.0,12.848871191256787,161.12360951640073,171.54245970136844,-16.063830543190868,160.39255021620943,76.22823969966484,-3.2805245959365905,40.80559594611135,64.16710179595749,112.43732683624256,318.4101180139619,82.20837960164789,-5.9746319995875705,258.2882065713863,116.80185754576294,30130.0,51.0,134.94970766828413,8.845650094494143,-6.445668501196479,281.8832784720224,21.657087674356514,65.47106555148127,-1.16352432560333,41.03041351902312,115.11486633046934,80.4215508987562,28.40528405265752,16.74366514213128,9074.0,1065.5718850146056,1207545.0,182709.0,79372.0,0.0,0.0,31479.0,61146.65841009874,628301.0,62798.63506759272,516086.3559530927,220893.80156025128,0.0,0.0,2313607.0,46037.0,71031.43636985414,840716.6277184712,2,152409.0,1034433.0,116081.79853322756,45548.0,661.0,0.0,200419.0,154876.0,434511.0,1998250.217840279,5163063.179271075,0.0,183185.0,0.0,74708.0,82.1508571289666,181.83195109237647,122.52711387675244,59.7713816492828,25,910,1,0.0,0,0.0,0,0,0.0,0,0,0,0.0,2.0,,0.0,1,1,0.0,0.0,3,0.0,0.0,0,0.0,2,C000014
27382.0,-13.122732206527978,146.2922807502671,306.62246340460564,-21.96440309954663,283.3034085522634,100.43162036742022,62.82769759857122,7.800444886614647,81.5918848468876,84.27736422308371,458.4707472457452,25.91482836119672,18.11683589334852,28.02858007787495,146.87679810523792,26879.0,25.0,103.28997895471744,-19.97863998546337,106.42427772360918,491.0448892861072,25.236309665796018,5.607978527170332,11.216977267597896,84.27877864310409,10.523938243556032,-4.849422266187666,21.322017365301427,7.649671563155658,283333.0,1065.5718850146056,2909790.0,127342.0,317619.8148122225,0.0,0.0,220516.0,73575.49883060131,0.0,0.0,366953.2101130664,234303.6866290156,0.0,3776779.0,1005155.0,0.0,35733.0,402642.2886300748,2,474029.588641783,708397.0,80980.83153106383,0.0,0.0,0.0,11518.0,207817.0,0.0,1451662.0,379972.12580690783,26730.0,0.0,250876.98722068247,691935.0,226.33237587240896,-55.83311127803201,152.16202148382698,75.51614618719972,20,420,1,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,,0.0,0,2,0.0,0.0,0,0.0,0.0,0,0.0,1,C000015
57574.0,-10.428753574701563,260.5402613700204,197.85578900893984,41.35768373498324,267.7622739391359,140.815362358333,59.19493257514831,23.164151096326734,91.22135245176143,61.97571226843376,331.75657526043443,13.581849128178836,32.738037607611815,27.71795917311257,151.47069236476403,64508.0,18.0,182.25545356670307,55.4151266306268,168.4211420521793,399.71930321336873,21.43416167050526,46.38880200362961,20.739376507935784,124.12465919720084,95.24008003416056,3.376812320105607,20.681240159469503,13.529876838192962,330430.0,947.0,1650420.0,0.0,0.0,0.0,248242.0,59271.0,27408.38297549497,0.0,775447.174663599,270422.3961268072,0.0,5100.0,0.0,3212482.1829128545,0.0,21325.0,1967637.45132492,3,96627.70712798469,0.0,48876.71805846314,199086.0,1294.0,0.0,305464.1128649137,2763.0,779934.9742959314,502287.0,5163063.179271075,25975.0,301422.0,1666591.1407414456,516888.01728155353,180.1114633282691,142.2560053163283,101.93259019060012,32.766133395175714,35,420,1,0.0,0,0.0,1,0,0.0,0,1,0,0.0,6.0,,0.0,0,0,0.0,0.0,0,0.0,0.0,1,0.0,2,C000016
13816.0,-3.997814896645007,179.99615969886844,194.913613463706,67.12859698789974,196.76670744565763,227.911762137198,-2.821720404526168,9.596176736787315,41.6213624827713,113.78038373206364,307.8741182657834,25.41262179463229,20.43129028115846,27.71795917311257,66.52394733427663,67604.30653267467,41.0,108.1409293175413,41.93109353091057,162.11315151390056,247.1447502944538,40.48475529177352,61.318983086830215,0.2740607215512742,118.73490067019615,69.88800786841145,-20.846935064216304,22.535885173439592,-8.3568999745877,157951.0,807.0,1388943.0,187574.0,313086.0,0.0,0.0,280279.0,31470.2078112733,337123.0,622522.0,0.0,811821.4112932114,0.0,3328433.0,0.0,0.0,71031.43636985414,1232408.4820143231,2,189895.0,143436.0,58025.75152463831,0.0,0.0,0.0,180275.0,104188.0,0.0,0.0,633295.5753643925,0.0,0.0,996702.2817418058,1018877.7840041964,208.94400472955377,128.05738791269033,90.08513505794738,55.37288041609492,30,510,1,0.0,0,0.0,1,0,0.0,0,2,0,0.0,10.0,,0.0,0,2,0.0,0.0,0,0.3157149995297424,0.0,0,0.0,2,C000017
0.0,34.31694698614449,146.89125495259543,188.6659731271161,-16.476317019754127,168.74454864176556,168.2261852801771,12.116022566231848,25.178453786879512,83.47991143820694,74.77771112793602,295.90230751516305,124.3113917816519,-9.119623682623642,191.93997065937137,143.1166927229358,62680.0,5.0,87.68125282968118,66.34526137905509,129.74999232496808,415.97718206353335,44.5785376857879,40.18507343614198,18.84519858393729,24.1673910523206,83.80749664599867,53.24333960310387,22.259675918236184,10.016311271798616,468723.3035088041,604.7801149853944,2663632.0,0.0,184683.0,197573.0,545940.0,456342.0,54662.18861469618,701218.0,212501.544326732,94888.16705103472,238375.80404575792,13627.0,298011.00742244755,0.0,172462.0,5074.0,852527.0,2,116050.62999733984,1210549.0,69879.45265061205,3222.0,0.0,12229.0,0.0,154507.0,0.0,456392.0,841261.0,56335.26805950109,72605.0,1666591.1407414456,162415.2532668824,255.3003701103159,106.46854129043513,74.8150890354871,59.305844208397936,30,910,2,0.0,2,0.0,1,0,0.0,0,0,0,0.0,6.0,,0.0,1,1,0.0,0.0,0,0.3157149995297424,0.0,1,0.0,2,C000018
0.0,-3.117365548310186,170.33825280099467,306.30940484023165,20.059084494791552,389.8067054954906,143.66787853421255,44.42837704927577,16.607867282227474,99.82156712956348,57.49180029817247,59.42402176017632,-41.43214686712331,0.9874899216742214,55.07689447271636,96.05472910076476,32090.0,74.01917148004776,15.646764927690144,31.54758823515825,-6.878645105751048,349.0304863402231,22.6092302270686,5.607978527170332,17.89371851846922,129.93689576783785,62.82787289029403,62.370495876977024,2.428183085035873,3.729425794735172,90644.0,604.7801149853944,3203460.0,17026.0,0.0,365727.0,0.0,0.0,284688.934024808,0.0,655632.0,581274.8701942451,0.0,16446.30200043956,4345389.0,1311299.0,0.0,0.0,583267.0,1,101827.0,216760.0,292771.0,0.0,0.0,20541.0,0.0,0.0,0.0,527654.0,79480.0,56335.26805950109,209949.0,0.0,401871.0,65.97882594897344,18.37259275630668,119.35115637606924,52.85255156422937,30,510,2,0.0,0,0.0,0,0,0.0,0,0,0,0.0,13.19297931438869,,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,2,C000019
0.0,46.24984294210912,257.235431396267,241.23293264081155,-14.537399937754778,343.4905858001074,104.37800799965852,84.57096369358572,32.29450827423579,69.60275847386363,39.12789383544138,136.34414003784056,76.79336723747105,32.738037607611815,325.36229516752894,-34.36954182567867,45656.0,62.0,15.646764927690144,25.171584271046417,110.18837031448828,367.7571618949828,-1.3133446386354493,42.25199103133733,7.449485215403349,30.472401161144315,57.20927916179031,26.97080419661013,13.751387075487392,9.206386155893066,144308.0,774.0,2269106.0,0.0,163934.0,98578.0,136370.0,388604.0,0.0,0.0,266624.0,316044.0,194101.0,0.0,3100184.0,2547779.0,404130.0,0.0,1095100.4810274737,2,454447.0,884849.0,68072.06270599557,244065.0,60787.0,25234.753198209542,0.0,0.0,508152.0,461257.0,739619.6785818088,28179.0,224396.0,56541.0,173800.0,113.68482497372314,181.0084597654113,42.01949583593334,50.43672572671274,30,420,1,0.0,0,0.0,0,0,0.0,0,3,0,0.0,0.0,,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,2,C000020
28919.0,29.291119850838253,179.0962365518635,236.9471998531896,93.98881035609284,260.19821120352816,138.42061189815223,-3.247684387681595,1.3752456789531564,48.38339098792294,90.660740045819,458.4707472457452,118.92454835924065,-15.30221253157224,281.3145215468114,161.96918907260596,32248.0,40.0,15.646764927690144,33.44958925420474,-1.5010196458188148,416.4021932261708,-1.3133446386354493,73.14953619697089,32.476810407644216,-7.919668699860189,27.927287866852083,-20.846935064216304,7.26926448622237,-0.0426215852082068,-77910.22750880412,903.0,1345502.0,0.0,0.0,2350461.0,455810.0,44580.0,284688.934024808,0.0,114968.69663878568,393208.0,0.0,5990.0,0.0,1921690.0,450646.0,0.0,1967637.45132492,-1,0.0,1261521.0,270324.0,0.0,0.0,22808.0,0.0,250136.0,123758.0,0.0,0.0,0.0,282033.0,148835.6053381785,808388.7451341719,100.28818593109456,-4.273834855825243,181.7310896479412,31.155830021988656,25,420,2,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,,0.0,0,0,0.0,0.0,3,0.0,0.0,0,0.0,2,C000021
